Method	Model	Metric	Fraction	Result
LOG	ComplEx	HITS@3	0.7	19.78
LOG	ComplEx	HITS@3	0.8	22.07
LOG	ComplEx	HITS@3	0.9	25.12
LOG	ComplEx	HITS@3	1.0	28.24
LOG	ComplEx	HITS@10	0.1	4.07
LOG	ComplEx	HITS@10	0.2	11.17
LOG	ComplEx	HITS@10	0.3	16.12
LOG	ComplEx	HITS@10	0.4	20.03
LOG	ComplEx	HITS@10	0.5	23.89
LOG	ComplEx	HITS@10	0.6	27.26
LOG	ComplEx	HITS@10	0.7	31.26
LOG	ComplEx	HITS@10	0.8	35.26
LOG	ComplEx	HITS@10	0.9	39.67
LOG	ComplEx	HITS@10	1.0	45.48
LOG	ComplEx	MR	0.1	41551.70
LOG	ComplEx	MR	0.2	27491.42
LOG	ComplEx	MR	0.3	18884.58
LOG	ComplEx	MR	0.4	12589.63
LOG	ComplEx	MR	0.5	9923.23
LOG	ComplEx	MR	0.6	6593.23
LOG	ComplEx	MR	0.7	5899.22
LOG	ComplEx	MR	0.8	4422.95
LOG	ComplEx	MR	0.9	3419.61
LOG	ComplEx	MR	1.0	3007.44
LOG	ComplEx	HITS@1	0.1	0.67
LOG	ComplEx	HITS@1	0.2	3.71
LOG	ComplEx	HITS@1	0.3	4.84
LOG	ComplEx	HITS@1	0.4	5.57
LOG	ComplEx	HITS@1	0.5	6.99
LOG	ComplEx	HITS@1	0.6	7.24
LOG	ComplEx	HITS@1	0.7	9.61
LOG	ComplEx	HITS@1	0.8	11.22
LOG	ComplEx	HITS@1	0.9	12.84
LOG	ComplEx	HITS@1	1.0	10.87
LOG	DistMult	HITS@5	0.1	2.53
LOG	DistMult	HITS@5	0.2	8.75
LOG	DistMult	HITS@5	0.3	12.65
LOG	DistMult	HITS@5	0.4	14.85
LOG	DistMult	HITS@5	0.5	17.90
LOG	DistMult	HITS@5	0.6	20.30
LOG	DistMult	HITS@5	0.7	24.20
LOG	DistMult	HITS@5	0.8	25.64
LOG	DistMult	HITS@5	0.9	28.51
LOG	DistMult	HITS@5	1.0	34.34
LOG	DistMult	MRR	0.1	0.015
LOG	DistMult	MRR	0.2	0.064
LOG	DistMult	MRR	0.3	0.088
LOG	DistMult	MRR	0.4	0.105
LOG	DistMult	MRR	0.5	0.123
LOG	DistMult	MRR	0.6	0.142
LOG	DistMult	MRR	0.7	0.166
LOG	DistMult	MRR	0.8	0.174
LOG	DistMult	MRR	0.9	0.183
LOG	DistMult	MRR	1.0	0.209
LOG	DistMult	HITS@3	0.1	2.02
LOG	DistMult	HITS@3	0.2	7.11
LOG	DistMult	HITS@3	0.3	10.08
LOG	DistMult	HITS@3	0.4	11.55
LOG	DistMult	HITS@3	0.5	14.02
LOG	DistMult	HITS@3	0.6	15.99
LOG	DistMult	HITS@3	0.7	19.07
LOG	DistMult	HITS@3	0.8	19.83
LOG	DistMult	HITS@3	0.9	21.67
LOG	DistMult	HITS@3	1.0	26.35
LOG	DistMult	HITS@10	0.1	3.47
LOG	DistMult	HITS@10	0.2	11.37
LOG	DistMult	HITS@10	0.3	16.23
LOG	DistMult	HITS@10	0.4	19.83
LOG	DistMult	HITS@10	0.5	23.51
LOG	DistMult	HITS@10	0.6	26.94
LOG	DistMult	HITS@10	0.7	31.35
LOG	DistMult	HITS@10	0.8	33.16
LOG	DistMult	HITS@10	0.9	37.30
LOG	DistMult	HITS@10	1.0	43.83
LOG	DistMult	MR	0.1	38220.99
LOG	DistMult	MR	0.2	26550.37
LOG	DistMult	MR	0.3	18600.78
LOG	DistMult	MR	0.4	13096.76
LOG	DistMult	MR	0.5	9275.32
LOG	DistMult	MR	0.6	7734.25
LOG	DistMult	MR	0.7	6163.72
LOG	DistMult	MR	0.8	5283.69
LOG	DistMult	MR	0.9	4397.42
LOG	DistMult	MR	1.0	2559.94
LOG	DistMult	HITS@1	0.1	0.25
LOG	DistMult	HITS@1	0.2	3.75
LOG	DistMult	HITS@1	0.3	4.66
LOG	DistMult	HITS@1	0.4	5.66
LOG	DistMult	HITS@1	0.5	6.50
LOG	DistMult	HITS@1	0.6	7.85
LOG	DistMult	HITS@1	0.7	9.15
LOG	DistMult	HITS@1	0.8	9.44
LOG	DistMult	HITS@1	0.9	9.34
LOG	DistMult	HITS@1	1.0	10.37
