Method	Model	Metric	Fraction	Result
LOG	ComplEx	MR	0.4	5056.53
LOG	ComplEx	MR	0.5	4231.84
LOG	ComplEx	MR	0.6	3437.13
LOG	ComplEx	MR	0.7	3021.95
LOG	ComplEx	MR	0.8	2648.58
LOG	ComplEx	MR	0.9	2238.12
LOG	ComplEx	MR	1.0	2006.32
LOG	ComplEx	HITS@5	0.1	5.42
LOG	ComplEx	HITS@5	0.2	14.08
LOG	ComplEx	HITS@5	0.3	20.56
LOG	ComplEx	HITS@5	0.4	26.29
LOG	ComplEx	HITS@5	0.5	31.02
LOG	ComplEx	HITS@5	0.6	35.40
LOG	ComplEx	HITS@5	0.7	39.80
LOG	ComplEx	HITS@5	0.8	43.43
LOG	ComplEx	HITS@5	0.9	48.06
LOG	ComplEx	HITS@5	1.0	53.74
LOG	ComplEx	HITS@3	0.1	5.01
LOG	ComplEx	HITS@3	0.2	12.03
LOG	ComplEx	HITS@3	0.3	16.66
LOG	ComplEx	HITS@3	0.4	21.48
LOG	ComplEx	HITS@3	0.5	25.90
LOG	ComplEx	HITS@3	0.6	28.98
LOG	ComplEx	HITS@3	0.7	32.88
LOG	ComplEx	HITS@3	0.8	35.47
LOG	ComplEx	HITS@3	0.9	41.15
LOG	ComplEx	HITS@3	1.0	48.20
LOG	ComplEx	MRR	0.1	0.045
LOG	ComplEx	MRR	0.2	0.104
LOG	ComplEx	MRR	0.3	0.137
LOG	ComplEx	MRR	0.4	0.178
LOG	ComplEx	MRR	0.5	0.218
LOG	ComplEx	MRR	0.6	0.232
LOG	ComplEx	MRR	0.7	0.267
LOG	ComplEx	MRR	0.8	0.248
LOG	ComplEx	MRR	0.9	0.320
LOG	ComplEx	MRR	1.0	0.378
LOG	TransE	HITS@1	0.1	1.40
LOG	TransE	HITS@1	0.2	2.44
LOG	TransE	HITS@1	0.3	2.96
LOG	TransE	HITS@1	0.4	3.33
LOG	TransE	HITS@1	0.5	3.54
LOG	TransE	HITS@1	0.6	3.91
LOG	TransE	HITS@1	0.7	3.52
LOG	TransE	HITS@1	0.8	4.13
LOG	TransE	HITS@1	0.9	3.98
LOG	TransE	HITS@1	1.0	3.70
LOG	TransE	HITS@10	0.1	10.42
LOG	TransE	HITS@10	0.2	18.79
LOG	TransE	HITS@10	0.3	20.58
LOG	TransE	HITS@10	0.4	20.46
LOG	TransE	HITS@10	0.5	20.37
LOG	TransE	HITS@10	0.6	20.89
LOG	TransE	HITS@10	0.7	19.98
LOG	TransE	HITS@10	0.8	19.46
LOG	TransE	HITS@10	0.9	19.44
LOG	TransE	HITS@10	1.0	18.98
LOG	TransE	MR	0.1	9981.84
LOG	TransE	MR	0.2	4951.03
LOG	TransE	MR	0.3	3009.09
LOG	TransE	MR	0.4	2095.96
LOG	TransE	MR	0.5	1699.42
LOG	TransE	MR	0.6	1455.68
LOG	TransE	MR	0.7	1376.93
LOG	TransE	MR	0.8	1302.01
LOG	TransE	MR	0.9	1269.65
LOG	TransE	MR	1.0	1224.34
LOG	TransE	HITS@5	0.1	8.37
LOG	TransE	HITS@5	0.2	13.91
LOG	TransE	HITS@5	0.3	14.92
LOG	TransE	HITS@5	0.4	14.94
LOG	TransE	HITS@5	0.5	14.76
LOG	TransE	HITS@5	0.6	14.63
LOG	TransE	HITS@5	0.7	14.06
LOG	TransE	HITS@5	0.8	13.47
LOG	TransE	HITS@5	0.9	13.69
LOG	TransE	HITS@5	1.0	13.20
LOG	TransE	HITS@3	0.1	6.20
LOG	TransE	HITS@3	0.2	9.92
LOG	TransE	HITS@3	0.3	10.53
LOG	TransE	HITS@3	0.4	10.85
LOG	TransE	HITS@3	0.5	10.92
LOG	TransE	HITS@3	0.6	10.70
LOG	TransE	HITS@3	0.7	10.33
LOG	TransE	HITS@3	0.8	9.84
LOG	TransE	HITS@3	0.9	9.62
LOG	TransE	HITS@3	1.0	9.68
LOG	TransE	MRR	0.1	0.046
LOG	TransE	MRR	0.2	0.079
LOG	TransE	MRR	0.3	0.088
LOG	TransE	MRR	0.4	0.092
LOG	TransE	MRR	0.5	0.093
LOG	TransE	MRR	0.6	0.096
LOG	TransE	MRR	0.7	0.092
LOG	TransE	MRR	0.8	0.093
LOG	TransE	MRR	0.9	0.092
LOG	TransE	MRR	1.0	0.089
