Loading files... 
  Starting yago3_mte10-train.tsv
  Finished yago3_mte10-train.tsv, still running: 0
Loaded 1079040 facts in 8.48 s using 102 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?e  <isCitizenOf>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <dealsWith>  ?b	0.068356375	0.131656805	0.217603912	89	676	409	?a	0.0	0.0	0.0
?e  <isCitizenOf>  ?b  ?e  <livesIn>  ?a   => ?a  <dealsWith>  ?b	0.030721966	0.061728395	0.245398773	40	648	163	?a	0.0	0.0	0.0
?e  <livesIn>  ?a  ?e  <livesIn>  ?b   => ?a  <dealsWith>  ?b	0.0453149	0.016866781	0.112380952	59	3498	525	?a	0.0	0.0	0.0
?e  <hasNeighbor>  ?a  ?e  <hasNeighbor>  ?b   => ?a  <dealsWith>  ?b	0.176651306	0.128133705	0.146217419	230	1795	1573	?a	0.0	0.0	0.0
?a  <hasAcademicAdvisor>  ?f  ?f  <worksAt>  ?b   => ?a  <worksAt>  ?b	0.047801711	0.118161926	0.16875	162	1371	960	?a	0.0	0.0	0.0
?f  <graduatedFrom>  ?b  ?a  <hasAcademicAdvisor>  ?f   => ?a  <worksAt>  ?b	0.030982591	0.085089141	0.131909548	105	1234	796	?a	0.0	0.0	0.0
?f  <graduatedFrom>  ?b  ?a  <influences>  ?f   => ?a  <worksAt>  ?b	0.01799941	0.017789443	0.109318996	61	3429	558	?a	0.0	0.0	0.0
?e  <graduatedFrom>  ?b  ?e  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	0.079079374	0.242314647	0.366621067	268	1106	731	?a	0.0	0.0	0.0
?e  <hasAcademicAdvisor>  ?a  ?e  <worksAt>  ?b   => ?a  <worksAt>  ?b	0.043670699	0.109064112	0.155625657	148	1357	951	?a	0.0	0.0	0.0
?e  <influences>  ?a  ?e  <worksAt>  ?b   => ?a  <worksAt>  ?b	0.01799941	0.050164474	0.10951526	61	1216	557	?a	0.0	0.0	0.0
?a  <hasAcademicAdvisor>  ?f  ?f  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	0.050898204	0.272793581	0.302100162	374	1371	1238	?a	0.0	0.0	0.0
?f  <graduatedFrom>  ?b  ?a  <hasAcademicAdvisor>  ?f   => ?a  <graduatedFrom>  ?b	0.032253674	0.192058347	0.214673913	237	1234	1104	?a	0.0	0.0	0.0
?f  <graduatedFrom>  ?b  ?a  <hasChild>  ?f   => ?a  <graduatedFrom>  ?b	0.035111595	0.135860979	0.200934579	258	1899	1284	?a	0.0	0.0	0.0
?e  <graduatedFrom>  ?b  ?e  <hasChild>  ?a   => ?a  <graduatedFrom>  ?b	0.035111595	0.137015401	0.197247706	258	1883	1308	?a	0.0	0.0	0.0
?e  <graduatedFrom>  ?b  ?e  <hasAcademicAdvisor>  ?a   => ?a  <graduatedFrom>  ?b	0.023816004	0.158227848	0.18115942	175	1106	966	?a	0.0	0.0	0.0
?e  <influences>  ?a  ?e  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	0.011159499	0.067434211	0.1025	82	1216	800	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b <isLocatedIn> ?f  ?a <isLocatedIn> ?f   has taken 50926 ms
?e  <diedIn>  ?b  ?e  <hasChild>  ?a   => ?a  <wasBornIn>  ?b	0.010093824	0.195605343	0.284283031	454	2321	1597	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <wasBornIn>  ?b   => ?a  <wasBornIn>  ?b	0.010227222	0.150081566	0.204899777	460	3065	2245	?a	0.0	0.0	0.0
?a  <hasCapital>  ?b  ?b  <isLocatedIn>  ?a   => ?a  <isLocatedIn>  ?b	0.010138488	0.515777395	0.537358039	899	1743	1673	?a	0.0	0.0	0.0
?b  <hasCapital>  ?a  ?b  <isLocatedIn>  ?a   => ?a  <isLocatedIn>  ?b	0.010138488	0.90625	0.908080808	899	992	990	?a	0.0	0.0	0.0
?b  <hasCapital>  ?f  ?a  <isLocatedIn>  ?f   => ?a  <isLocatedIn>  ?b	0.027032209	0.145211123	0.145211123	2397	16507	16507	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b <isLocatedIn> ?f  ?a <isLocatedIn> ?f   has taken 54571 ms
?a  <hasCapital>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	0.024178997	0.29321663	0.316597755	2144	7312	6772	?a	0.0	0.0	0.0
?f  <isLocatedIn>  ?b  ?a  <isLocatedIn>  ?f   => ?a  <isLocatedIn>  ?b	0.387303771	0.230312175	0.230312175	34343	149115	149115	?a	0.0	0.0	0.0
?e  <isLocatedIn>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	0.174294027	0.146271058	0.158812528	15455	105660	97316	?a	0.0	0.0	0.0
?e  <hasCapital>  ?a  ?e  <isLocatedIn>  ?b   => ?a  <isLocatedIn>  ?b	0.022588867	0.448901838	0.450314748	2003	4462	4448	?a	0.0	0.0	0.0
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isPoliticianOf>  ?b	0.184466019	0.015589591	0.132955681	399	25594	3001	?a	0.0	0.0	0.0
?b  <hasCapital>  ?f  ?a  <wasBornIn>  ?f   => ?a  <isPoliticianOf>  ?b	0.165048544	0.004652799	0.137784639	357	76728	2591	?a	0.0	0.0	0.0
?b  <hasCapital>  ?f  ?a  <livesIn>  ?f   => ?a  <isPoliticianOf>  ?b	0.039759593	0.040186916	0.217721519	86	2140	395	?a	0.0	0.0	0.0
?a  <isAffiliatedTo>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.246417013	0.003042845	0.216402761	533	175165	2463	?a	0.0	0.0	0.0
?f  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?f   => ?a  <isPoliticianOf>  ?b	0.446601942	0.006427616	0.259817106	966	150289	3718	?a	0.0	0.0	0.0
?a  <graduatedFrom>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.335644938	0.04109589	0.204334365	726	17666	3553	?a	0.0	0.0	0.0
?a  <hasChild>  ?f  ?f  <isPoliticianOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.424872862	0.718530102	0.87607245	919	1279	1049	?a	0.0	0.0	0.0
?a  <hasChild>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.056865465	0.532467532	0.831081081	123	231	148	?a	0.0	0.0	0.0
?a  <hasChild>  ?f  ?f  <isLeaderOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.04900601	0.211155378	0.397003745	106	502	267	?a	0.0	0.0	0.0
?a  <hasChild>  ?f  ?f  <livesIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.014331946	0.080729167	0.13963964	31	384	222	?a	0.0	0.0	0.0
?f  <isLocatedIn>  ?b  ?a  <livesIn>  ?f   => ?a  <isPoliticianOf>  ?b	0.111419325	0.033977161	0.260259179	241	7093	926	?a	0.0	0.0	0.0
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.267683773	0.017255253	0.232436772	579	33555	2491	?a	0.0	0.0	0.0
?a  <isLeaderOf>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.029588534	0.039726878	0.14479638	64	1611	442	?a	0.0	0.0	0.0
?a  <isMarriedTo>  ?f  ?f  <isPoliticianOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.028663893	0.369047619	0.885714286	62	168	70	?a	0.0	0.0	0.0
?a  <created>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.011558021	0.005901794	0.274725275	25	4236	91	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <isPoliticianOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.449375867	0.754072925	0.895852535	972	1289	1085	?a	0.0	0.0	0.0
?e  <isMarriedTo>  ?a  ?e  <isPoliticianOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.028663893	0.373493976	0.885714286	62	166	70	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <livesIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.014331946	0.095384615	0.155	31	325	200	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <isLeaderOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.021266759	0.12849162	0.259887006	46	358	177	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.064724919	0.56	0.777777778	140	250	180	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b <hasGender> ?f  ?a <hasGender> ?f   has taken 1649285 ms
countPairs vars ?a, ?b in ?b <hasGender> ?f  ?a <hasGender> ?f   has taken 1642010 ms
?b  <hasCapital>  ?f  ?a  <wasBornIn>  ?f   => ?a  <isCitizenOf>  ?b	0.126193922	0.005682411	0.102443609	436	76728	4256	?a	0.0	0.0	0.0
?a  <diedIn>  ?f  ?b  <hasCapital>  ?f   => ?a  <isCitizenOf>  ?b	0.120694645	0.016292881	0.10927673	417	25594	3816	?a	0.0	0.0	0.0
?f  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?f   => ?a  <isCitizenOf>  ?b	0.489146165	0.011245001	0.223367698	1690	150289	7566	?a	0.0	0.0	0.0
?a  <graduatedFrom>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.376845152	0.073700894	0.195173137	1302	17666	6671	?a	0.0	0.0	0.0
?a  <diedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.275542692	0.028371331	0.222481888	952	33555	4279	?a	0.0	0.0	0.0
?f  <isLocatedIn>  ?b  ?a  <worksAt>  ?f   => ?a  <isCitizenOf>  ?b	0.189869754	0.088266954	0.143106457	656	7432	4584	?a	0.0	0.0	0.0
?a  <hasAcademicAdvisor>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.076410999	0.357723577	0.533333333	264	738	495	?a	0.0	0.0	0.0
?a  <hasAcademicAdvisor>  ?f  ?f  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	0.029232996	0.253132832	0.38996139	101	399	259	?a	0.0	0.0	0.0
?f  <isLocatedIn>  ?b  ?a  <livesIn>  ?f   => ?a  <isCitizenOf>  ?b	0.103039074	0.050190328	0.140711462	356	7093	2530	?a	0.0	0.0	0.0
?a  <influences>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.064254703	0.115805947	0.395721925	222	1917	561	?a	0.0	0.0	0.0
?a  <created>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.041678726	0.033994334	0.362720403	144	4236	397	?a	0.0	0.0	0.0
?a  <isAffiliatedTo>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.061649783	0.001215996	0.139124755	213	175165	1531	?a	0.0	0.0	0.0
?a  <actedIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.032416787	0.009922041	0.369636964	112	11288	303	?a	0.0	0.0	0.0
?a  <hasChild>  ?f  ?f  <isPoliticianOf>  ?b   => ?a  <isCitizenOf>  ?b	0.034442836	0.093041439	0.793333333	119	1279	150	?a	0.0	0.0	0.0
?a  <hasChild>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.023733719	0.354978355	0.921348315	82	231	89	?a	0.0	0.0	0.0
?a  <directed>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.011577424	0.015637217	0.506329114	40	2558	79	?a	0.0	0.0	0.0
?a  <isLeaderOf>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b	0.013603473	0.029174426	0.225961538	47	1611	208	?a	0.0	0.0	0.0
?e  <influences>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.077279305	0.132769766	0.360323887	267	2011	741	?a	0.0	0.0	0.0
?e  <hasAcademicAdvisor>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.057018813	0.328881469	0.486419753	197	599	405	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b	0.023733719	0.328	0.911111111	82	250	90	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <isPoliticianOf>  ?b   => ?a  <isCitizenOf>  ?b	0.030680174	0.08223429	0.848	106	1289	125	?a	0.0	0.0	0.0
?e  <hasAcademicAdvisor>  ?a  ?e  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	0.024891462	0.249275362	0.367521368	86	345	234	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b <isLocatedIn> ?f  ?a <isLocatedIn> ?f   has taken 59333 ms
?a  <hasNeighbor>  ?f  ?f  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	0.121941748	0.171678513	0.171678513	628	3658	3658	?b	0.0	0.0	0.0
?e  <dealsWith>  ?a  ?e  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	0.176893204	0.163554758	0.163554758	911	5570	5570	?b	0.0	0.0	0.0
?e  <hasNeighbor>  ?a  ?e  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	0.121941748	0.168139224	0.168139224	628	3735	3735	?b	0.0	0.0	0.0
?a  <actedIn>  ?b  ?a  <created>  ?b   => ?a  <directed>  ?b	0.038679073	0.45106383	0.542199488	212	470	391	?b	0.0	0.0	0.0
?a  <hasChild>  ?b  ?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	0.015704019	1	1	59	59	59	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b <hasGender> ?f  ?a <hasGender> ?f   has taken 1656041 ms
?a  <hasChild>  ?f  ?b  <hasChild>  ?f   => ?a  <isMarriedTo>  ?b	0.235826457	0.106888648	0.239071775	886	8289	3706	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b <isAffiliatedTo> ?f  ?a <isAffiliatedTo> ?f   has taken 31411 ms
?f  <hasOfficialLanguage>  ?b  ?a  <isLocatedIn>  ?f   => ?a  <hasOfficialLanguage>  ?b	0.181208054	0.003883495	0.692307692	54	13905	78	?a	0.0	0.0	0.0
?a  <dealsWith>  ?f  ?f  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	0.355704698	0.160120846	0.26044226	106	662	407	?a	0.0	0.0	0.0
?a  <hasNeighbor>  ?f  ?f  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	0.255033557	0.336283186	0.506666667	76	226	150	?a	0.0	0.0	0.0
?e  <hasOfficialLanguage>  ?b  ?e  <isLocatedIn>  ?a   => ?a  <hasOfficialLanguage>  ?b	0.077181208	0.115577889	0.793103448	23	199	29	?a	0.0	0.0	0.0
?e  <hasNeighbor>  ?a  ?e  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	0.255033557	0.337777778	0.506666667	76	225	150	?a	0.0	0.0	0.0
?e  <dealsWith>  ?a  ?e  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b	0.244966443	0.228840125	0.347619048	73	319	210	?a	0.0	0.0	0.0
?a  <hasChild>  ?f  ?f  <hasGender>  ?b   => ?a  <hasGender>  ?b	0.033341898	0.666062802	0.699207607	2206	3312	3155	?a	0.0	0.0	0.0
?f  <hasGender>  ?b  ?a  <influences>  ?f   => ?a  <hasGender>  ?b	0.030666687	0.797876524	0.80772293	2029	2543	2512	?a	0.0	0.0	0.0
?a  <hasAcademicAdvisor>  ?f  ?f  <hasGender>  ?b   => ?a  <hasGender>  ?b	0.011411212	0.947302384	0.961783439	755	797	785	?a	0.0	0.0	0.0
?e  <hasChild>  ?a  ?e  <hasGender>  ?b   => ?a  <hasGender>  ?b	0.036485649	0.652961861	0.679808505	2414	3697	3551	?a	0.0	0.0	0.0
?e  <hasGender>  ?b  ?e  <influences>  ?a   => ?a  <hasGender>  ?b	0.03684839	0.841269841	0.852745715	2438	2898	2859	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b <hasGender> ?f  ?a <hasGender> ?f   has taken 1798422 ms
countPairs vars ?a, ?b in ?b <hasGender> ?f  ?a <hasGender> ?f   has taken 1697049 ms
Mining done in 1 h, 0 min
Total time 1 h, 0 min
238 rules mined.
