Loading files... 
  Starting yago3_mte10-train.tsv
  Finished yago3_mte10-train.tsv, still running: 0
Loaded 1079040 facts in 18.18 s using -90 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?f  hasCapital  ?b  ?a  isPoliticianOf  ?f   => ?a  diedIn  ?b	0.040981834	0.044651272	0.104667219	379	8488	3621	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  worksAt  ?f   => ?a  diedIn  ?b	0.039792388	0.049522272	0.112641567	368	7431	3267	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  playsFor  ?f   => ?a  diedIn  ?b	0.026492215	0.003196097	0.146007151	245	76656	1678	?a	0.0	0.0	0.0
?e  isMarriedTo  ?a  ?e  wasBornIn  ?b   => ?a  diedIn  ?b	0.012543253	0.044207317	0.10701107	116	2624	1084	?a	0.0	0.0	0.0
?e  diedIn  ?b  ?e  isMarriedTo  ?a   => ?a  diedIn  ?b	0.037737889	0.225597931	0.326779026	349	1547	1068	?a	0.0	0.0	0.0
?e  diedIn  ?b  ?e  hasChild  ?a   => ?a  diedIn  ?b	0.03849481	0.153382163	0.258158086	356	2321	1379	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  wasBornIn  ?b   => ?a  diedIn  ?b	0.022058824	0.066557912	0.147186147	204	3065	1386	?a	0.0	0.0	0.0
?e  owns  ?a  ?e  owns  ?b   => ?a  isConnectedTo  ?b	0.010138824	0.115823236	0.276125743	325	2806	1177	?b	0.0	0.0	0.0
?f  isInterestedIn  ?b  ?a  isInterestedIn  ?f   => ?a  isInterestedIn  ?b	0.016736402	0.8	0.8	4	5	5	?a	0.0	0.0	0.0
?a  influences  ?f  ?f  isInterestedIn  ?b   => ?a  isInterestedIn  ?b	0.355648536	0.083909181	0.321969697	85	1013	264	?a	0.0	0.0	0.0
?e  influences  ?a  ?e  isInterestedIn  ?b   => ?a  isInterestedIn  ?b	0.527196653	0.111405836	0.370588235	126	1131	340	?a	0.0	0.0	0.0
?e  isInterestedIn  ?a  ?e  isInterestedIn  ?b   => ?a  isInterestedIn  ?b	0.025104603	0.050420168	0.461538462	6	119	13	?a	0.0	0.0	0.0
?e  influences  ?a  ?e  isKnownFor  ?b   => ?a  isInterestedIn  ?b	0.046025105	0.027918782	0.120879121	11	394	91	?a	0.0	0.0	0.0
?f  graduatedFrom  ?b  ?a  influences  ?f   => ?a  worksAt  ?b	0.017704338	0.017548991	0.108108108	60	3419	555	?a	0.0	0.0	0.0
?a  hasAcademicAdvisor  ?f  ?f  worksAt  ?b   => ?a  worksAt  ?b	0.047801711	0.118421053	0.169102296	162	1368	958	?a	0.0	0.0	0.0
?f  graduatedFrom  ?b  ?a  hasAcademicAdvisor  ?f   => ?a  worksAt  ?b	0.030982591	0.086065574	0.133418043	105	1220	787	?a	0.0	0.0	0.0
?e  graduatedFrom  ?b  ?e  hasAcademicAdvisor  ?a   => ?a  worksAt  ?b	0.078784302	0.241410488	0.367262724	267	1106	727	?a	0.0	0.0	0.0
?e  hasAcademicAdvisor  ?a  ?e  worksAt  ?b   => ?a  worksAt  ?b	0.043670699	0.109064112	0.156282999	148	1357	947	?a	0.0	0.0	0.0
?e  influences  ?a  ?e  worksAt  ?b   => ?a  worksAt  ?b	0.01799941	0.050164474	0.10971223	61	1216	556	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 123271 ms
?b  dealsWith  ?a  ?a  hasNeighbor  ?b   => ?a  dealsWith  ?b	0.041474654	0.327272727	0.350649351	54	165	154	?a	0.0	0.0	0.0
?b  dealsWith  ?a  ?b  hasNeighbor  ?a   => ?a  dealsWith  ?b	0.041474654	0.329268293	0.352941176	54	164	153	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 125603 ms
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 116684 ms
?f  isLocatedIn  ?a  ?b  participatedIn  ?f   => ?a  dealsWith  ?b	0.071428571	0.03315508	0.108391608	93	2805	858	?a	0.0	0.0	0.0
?a  owns  ?f  ?b  owns  ?f   => ?a  dealsWith  ?b	0.056067588	0.048829431	0.190600522	73	1495	383	?a	0.0	0.0	0.0
?f  hasNeighbor  ?a  ?b  hasNeighbor  ?f   => ?a  dealsWith  ?b	0.176651306	0.128348214	0.146871009	230	1792	1566	?a	0.0	0.0	0.0
?a  hasNeighbor  ?f  ?b  hasNeighbor  ?f   => ?a  dealsWith  ?b	0.177419355	0.12890625	0.147887324	231	1792	1562	?a	0.0	0.0	0.0
?f  dealsWith  ?b  ?a  isLocatedIn  ?f   => ?a  dealsWith  ?b	0.023041475	0.000197043	0.167597765	30	152251	179	?a	0.0	0.0	0.0
?f  dealsWith  ?b  ?a  dealsWith  ?f   => ?a  dealsWith  ?b	0.732718894	0.249607535	0.249607535	954	3822	3822	?a	0.0	0.0	0.0
?f  dealsWith  ?b  ?a  hasNeighbor  ?f   => ?a  dealsWith  ?b	0.491551459	0.294252874	0.33126294	640	2175	1932	?a	0.0	0.0	0.0
?f  hasNeighbor  ?b  ?a  hasNeighbor  ?f   => ?a  dealsWith  ?b	0.177419355	0.12890625	0.147415444	231	1792	1567	?a	0.0	0.0	0.0
?e  hasNeighbor  ?a  ?e  hasNeighbor  ?b   => ?a  dealsWith  ?b	0.176651306	0.128133705	0.146217419	230	1795	1573	?a	0.0	0.0	0.0
?e  dealsWith  ?b  ?e  hasNeighbor  ?a   => ?a  dealsWith  ?b	0.491551459	0.291306327	0.329387545	640	2197	1943	?a	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  dealsWith  ?b   => ?a  dealsWith  ?b	0.475422427	0.193196005	0.229769859	619	3204	2694	?a	0.0	0.0	0.0
?e  dealsWith  ?b  ?e  isLocatedIn  ?a   => ?a  dealsWith  ?b	0.016897081	0.041431262	0.407407407	22	531	54	?a	0.0	0.0	0.0
?e  livesIn  ?a  ?e  livesIn  ?b   => ?a  dealsWith  ?b	0.0453149	0.016866781	0.112380952	59	3498	525	?a	0.0	0.0	0.0
?e  isCitizenOf  ?b  ?e  livesIn  ?a   => ?a  dealsWith  ?b	0.030721966	0.061728395	0.245398773	40	648	163	?a	0.0	0.0	0.0
?e  isCitizenOf  ?a  ?e  isCitizenOf  ?b   => ?a  dealsWith  ?b	0.068356375	0.131656805	0.217603912	89	676	409	?a	0.0	0.0	0.0
?b  hasCapital  ?f  ?a  wasBornIn  ?f   => ?a  isCitizenOf  ?b	0.126193922	0.005682411	0.102443609	436	76728	4256	?a	0.0	0.0	0.0
?a  diedIn  ?f  ?b  hasCapital  ?f   => ?a  isCitizenOf  ?b	0.120694645	0.016292881	0.10927673	417	25594	3816	?a	0.0	0.0	0.0
?a  graduatedFrom  ?f  ?f  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.376845152	0.073700894	0.195173137	1302	17666	6671	?a	0.0	0.0	0.0
?a  diedIn  ?f  ?f  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.273227207	0.028252477	0.221544238	944	33413	4261	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  livesIn  ?f   => ?a  isCitizenOf  ?b	0.102170767	0.049908101	0.1400238	353	7073	2521	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  wasBornIn  ?f   => ?a  isCitizenOf  ?b	0.483646889	0.011136362	0.221971307	1671	150049	7528	?a	0.0	0.0	0.0
?a  hasAcademicAdvisor  ?f  ?f  isCitizenOf  ?b   => ?a  isCitizenOf  ?b	0.075253256	0.355191257	0.531697342	260	732	489	?a	0.0	0.0	0.0
?a  hasAcademicAdvisor  ?f  ?f  livesIn  ?b   => ?a  isCitizenOf  ?b	0.02894356	0.252525253	0.390625	100	396	256	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  worksAt  ?f   => ?a  isCitizenOf  ?b	0.189869754	0.088278832	0.143106457	656	7431	4584	?a	0.0	0.0	0.0
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.060781476	0.001618347	0.143638851	210	129762	1462	?a	0.0	0.0	0.0
?a  isLeaderOf  ?f  ?f  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.013603473	0.029174426	0.225961538	47	1611	208	?a	0.0	0.0	0.0
?a  created  ?f  ?f  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.041678726	0.034507549	0.372093023	144	4173	387	?a	0.0	0.0	0.0
?a  influences  ?f  ?f  isCitizenOf  ?b   => ?a  isCitizenOf  ?b	0.064254703	0.115926893	0.396428571	222	1915	560	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  isPoliticianOf  ?b   => ?a  isCitizenOf  ?b	0.034442836	0.093553459	0.793333333	119	1272	150	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  isCitizenOf  ?b   => ?a  isCitizenOf  ?b	0.023733719	0.356521739	0.921348315	82	230	89	?a	0.0	0.0	0.0
?a  actedIn  ?f  ?f  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.032416787	0.009928198	0.369636964	112	11281	303	?a	0.0	0.0	0.0
?a  directed  ?f  ?f  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.011577424	0.015673981	0.506329114	40	2552	79	?a	0.0	0.0	0.0
?e  hasAcademicAdvisor  ?a  ?e  isCitizenOf  ?b   => ?a  isCitizenOf  ?b	0.056150507	0.323873122	0.485	194	599	400	?a	0.0	0.0	0.0
?e  hasAcademicAdvisor  ?a  ?e  livesIn  ?b   => ?a  isCitizenOf  ?b	0.024602026	0.246376812	0.36637931	85	345	232	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  isPoliticianOf  ?b   => ?a  isCitizenOf  ?b	0.030680174	0.08223429	0.848	106	1289	125	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  isCitizenOf  ?b   => ?a  isCitizenOf  ?b	0.023733719	0.328	0.911111111	82	250	90	?a	0.0	0.0	0.0
?e  influences  ?a  ?e  isCitizenOf  ?b   => ?a  isCitizenOf  ?b	0.07698987	0.132272501	0.359945873	266	2011	739	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  wasBornIn  ?b   => ?a  wasBornIn  ?b	0.010182756	0.149429038	0.20510524	458	3065	2233	?a	0.0	0.0	0.0
?e  diedIn  ?b  ?e  hasChild  ?a   => ?a  wasBornIn  ?b	0.010049357	0.194743645	0.285353535	452	2321	1584	?a	0.0	0.0	0.0
?a  hasCapital  ?b  ?b  isLocatedIn  ?a   => ?a  isLocatedIn  ?b	0.010138488	0.516073479	0.537679426	899	1742	1672	?a	0.0	0.0	0.0
?b  hasCapital  ?a  ?b  isLocatedIn  ?a   => ?a  isLocatedIn  ?b	0.010138488	0.90625	0.908080808	899	992	990	?a	0.0	0.0	0.0
?b  hasCapital  ?f  ?a  isLocatedIn  ?f   => ?a  isLocatedIn  ?b	0.027032209	0.145211123	0.145211123	2397	16507	16507	?a	0.0	0.0	0.0
?a  hasCapital  ?f  ?f  isLocatedIn  ?b   => ?a  isLocatedIn  ?b	0.024167719	0.293160055	0.316543575	2143	7310	6770	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  isLocatedIn  ?f   => ?a  isLocatedIn  ?b	0.387066943	0.230260907	0.230260907	34322	149057	149057	?a	0.0	0.0	0.0
?e  hasCapital  ?a  ?e  isLocatedIn  ?b   => ?a  isLocatedIn  ?b	0.022577589	0.448677723	0.450292398	2002	4462	4446	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 116418 ms
?a  hasChild  ?f  ?f  hasGender  ?b   => ?a  hasGender  ?b	0.033100071	0.66504707	0.698341837	2190	3293	3136	?a	0.0	0.0	0.0
?f  hasGender  ?b  ?a  influences  ?f   => ?a  hasGender  ?b	0.030591116	0.797478329	0.80733945	2024	2538	2507	?a	0.0	0.0	0.0
?a  hasAcademicAdvisor  ?f  ?f  hasGender  ?b   => ?a  hasGender  ?b	0.011320527	0.946902655	0.961489089	749	791	779	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  hasGender  ?b   => ?a  hasGender  ?b	0.03619848	0.647822559	0.678854875	2395	3697	3528	?a	0.0	0.0	0.0
?e  hasGender  ?b  ?e  influences  ?a   => ?a  hasGender  ?b	0.036727476	0.838509317	0.852631579	2430	2898	2850	?a	0.0	0.0	0.0
?e  isLocatedIn  ?a  ?e  isLocatedIn  ?b   => ?a  isLocatedIn  ?b	0.174271472	0.146252129	0.158961857	15453	105660	97212	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 127654 ms
countPairs vars ?a, ?b in ?b hasGender ?f  ?a hasGender ?f   has taken 2658598 ms
countPairs vars ?a, ?b in ?b hasGender ?f  ?a hasGender ?f   has taken 2658708 ms
countPairs vars ?a, ?b in ?b hasGender ?f  ?a hasGender ?f   has taken 2700694 ms
countPairs vars ?a, ?b in ?b hasGender ?f  ?a hasGender ?f   has taken 2611154 ms
countPairs vars ?a, ?b in ?b hasGender ?f  ?a hasGender ?f   has taken 2576864 ms
Mining done in 54 min, 26 s
Total time 54 min, 44 s
235 rules mined.
