Word	Type
economist	person_n1
ectoderm	body_part_n1
ectotherm	animal_n1
edaphosaurus	animal_n1
edge	location_n1
editor	person_n1
education	activity_n1
educator	person_n1
eel	substance_n1
effect	phenomenon_n1
effectiveness	quality_n1
effort	activity_n1
ejaculation	phenomenon_n1
eland	animal_n1
elbow	body_part_n1
elder	person_n1
electrician	person_n1
electricity	phenomenon_n1
electrolyte	substance_n1
electromagnet	device_n1
electronics	knowledge_n1
element	element_n2
elephant	animal_n1
elevation	event_n1
elevator	device_n1
elimination	action_n1
elk	animal_n1
elm	plant_n2
elongation	property_n3
emblem	artifact_n1
embodiment	person_n1
embryo	plant_n2
embryology	knowledge_n1
emerald	material_n1
emergence	event_n1
emergency	event_n1
emigration	action_n1
emission	action_n1
emotion	feeling_n1
emperor	insect_n1
emphasis	state_n4
emphysema	illness_n1
empire	location_n1
employee	person_n1
employment	state_n4
emulsion	substance_n1
enamel	substance_n1
encyclopedia	artifact_n1
endoderm	body_part_n1
endometrium	body_part_n1
endoskeleton	body_part_n1
endosperm	plant_part_n1
enemy	social_group_n1
energy	phenomenon_n1
engine	device_n1
engineer	person_n1
enhancer	knowledge_n1
enlargement	action_n1
enterprise	activity_n1
entertainer	person_n1
entertainment	activity_n1
enthusiasm	feeling_n1
entomologist	person_n1
entomology	knowledge_n1
entrance	artifact_n1
entrepreneur	person_n1
entry	artifact_n1
envelope	artifact_n1
environment	location_n1
enzyme	substance_n1
epicenter	location_n1
epidemiology	knowledge_n1
epidermis	location_n1
epiglottis	body_part_n1
epilepsy	state_n4
epiphyte	plant_n2
episode	event_n1
epistasis	phenomenon_n1
epithelium	body_part_n1
epoch	period_n1
equation	message_n2
equator	location_n1
equilibrium	state_n4
equipment	equipment_n1
equivalent	knowledge_n1
era	period_n1
erection	state_n4
ermine	animal_n1
erosion	phenomenon_n1
eruption	event_n1
erythropoietin	substance_n1
esophagus	body_part_n1
essay	written_language_n1
essence	knowledge_n1
establishment	action_n1
estimation	knowledge_n1
estrogen	substance_n1
estuary	biom_n1
ethane	substance_n1
ethanol	material_n1
ethic	knowledge_n1
ethologist	person_n1
ethology	knowledge_n1
eucalyptus	material_n1
euglenid	microorganism_n1
eukaryote	organism_n1
evaporation	phenomenon_n1
evening	period_n1
event	event_n1
evergreen	plant_n2
evidence	knowledge_n1
evolution	phenomenon_n1
examination	activity_n1
example	knowledge_n1
excellence	quality_n1
exception	knowledge_n1
excess	property_n3
exchange	phenomenon_n1
excitement	feeling_n1
exclusion	state_n4
excretion	phenomenon_n1
excuse	message_n2
exertion	activity_n1
exfoliation	phenomenon_n1
exhalation	substance_n1
exhaustion	state_n4
exhibition	activity_n1
existence	state_n4
exoskeleton	body_part_n1
exosphere	location_n1
expanse	property_n3
expansion	action_n1
expectancy	feeling_n1
expedition	activity_n1
experience	knowledge_n1
experiment	activity_n1
experimentation	knowledge_n1
expert	person_n1
expertise	state_n4
explanation	message_n2
exploitation	activity_n1
exploration	action_n1
explorer	person_n1
explosion	event_n1
exposure	property_n3
expression	quality_n1
extent	state_n4
extinction	state_n4
extinguisher	device_n1
extraction	phenomenon_n1
extremity	body_part_n1
eye	body_part_n1
eyelid	body_part_n1
eyepiece	device_n1
eyesight	sense_n3
eyespot	artifact_n1
fabric	artifact_n1
face	body_part_n1
facility	artifact_n1
fact	knowledge_n1
factor	event_n1
factory	artifact_n1
faculty	social_group_n1
fairy	knowledge_n1
faith	quality_n1
falcon	bird_n1
family	social_group_n1
fan	device_n1
fanaloka	animal_n1
fang	body_part_n1
farewell	message_n2
farm	location_n1
farmer	person_n1
farmhouse	building_n1
farmland	location_n1
fashion	property_n3
fastener	person_n1
fate	event_n1
father	person_n1
fatigue	state_n4
favorite	knowledge_n1
fawn	animal_n1
fear	feeling_n1
feather	material_n1
feature	knowledge_n1
feedback	phenomenon_n1
feeder	animal_n1
feeler	body_part_n1
feeling	feeling_n1
feldspar	material_n1
fellow	person_n1
fence	artifact_n1
fermentation	phenomenon_n1
fern	plant_n2
ferret	animal_n1
fertilization	event_n1
fertilizer	material_n1
festival	period_n1
fetus	animal_n1
fever	knowledge_n1
fiber	material_n1
fiberglass	artifact_n1
fibre	material_n1
fibrosis	state_n4
field	location_n1
fife	device_n1
fig	plant_part_n1
fighter	person_n1
filament	material_n1
fillet	substance_n1
filling	material_n1
film	event_n1
filtration	phenomenon_n1
fin	body_part_n1
finch	bird_n1
finger	body_part_n1
fingernail	body_part_n1
fingerprint	written_language_n1
fingertip	location_n1
finish	quality_n1
fir	material_n1
fire	phenomenon_n1
firefly	insect_n1
fireman	person_n1
fireplace	artifact_n1
fireweed	plant_n2
firewood	substance_n1
firework	material_n1
firm	social_group_n1
fish	fish_n1
fisher	person_n1
fisherman	person_n1
fishery	location_n1
fission	phenomenon_n1
fissure	shape_n2
fist	body_part_n1
fitness	quality_n1
fixation	state_n4
fixture	artifact_n1
flag	artifact_n1
flagellum	body_part_n1
flake	substance_n1
flame	phenomenon_n1
flamingo	bird_n1
flank	body_part_n1
flap	artifact_n1
flash	property_n3
flashlight	device_n1
flask	artifact_n1
flatworm	animal_n1
flavor	knowledge_n1
flavour	knowledge_n1
flaw	state_n4
flea	insect_n1
fleece	material_n1
flesh	body_part_n1
flexibility	property_n3
flick	event_n1
flight	action_n1
flipper	body_part_n1
floor	artifact_n1
floorboard	artifact_n1
floret	plant_part_n1
flounder	fish_n1
flour	food_n1
flower	plant_part_n1
flowerpot	artifact_n1
flu	illness_n1
fluctuation	event_n1
fluff	material_n1
fluid	substance_n1
fluke	phenomenon_n1
fluorine	element_n2
fluorite	material_n1
flurry	phenomenon_n1
flush	event_n1
flute	device_n1
flycatcher	bird_n1
flyer	message_n2
flytrap	device_n1
flyway	location_n1
foam	shape_n2
fodder	food_n1
fog	phenomenon_n1
foil	artifact_n1
foliage	plant_part_n1
follicle	body_part_n1
food	food_n1
fool	person_n1
foot	body_part_n1
football	activity_n1
footballer	person_n1
footpath	artifact_n1
footstep	sound_n4
footwear	clothing_n1
force	phenomenon_n1
forecaster	person_n1
forehead	body_part_n1
forelimb	body_part_n1
forestry	knowledge_n1
fork	artifact_n1
formaldehyde	substance_n1
formula	message_n2
fortune	phenomenon_n1
fossilization	phenomenon_n1
founder	person_n1
fountain	artifact_n1
fowl	bird_n1
fox	animal_n1
foxglove	plant_n2
foxhound	animal_n1
fracture	shape_n2
fragmentation	action_n1
frame	artifact_n1
framework	knowledge_n1
freckle	artifact_n1
freedom	state_n4
freeman	person_n1
freezer	artifact_n1
friar	person_n1
friction	phenomenon_n1
fridge	artifact_n1
friend	person_n1
friendship	state_n4
fright	feeling_n1
frill	artifact_n1
fringe	shape_n2
frog	animal_n1
frogfish	fish_n1
frond	plant_part_n1
front	location_n1
frost	substance_n1
fructose	substance_n1
fruit	plant_part_n1
frustration	feeling_n1
fuel	substance_n1
function	quality_n1
fungus	plant_n2
fur	material_n1
furnace	artifact_n1
furniture	artifact_n1
fusion	event_n1
g	definite_quantity_n1
gadget	device_n1
gage	measuring_instrument_n1
galago	animal_n1
gale	phenomenon_n1
galena	material_n1
gall	substance_n1
gallery	artifact_n1
gallinule	bird_n1
gallon	definite_quantity_n1
game	activity_n1
gamekeeper	person_n1
gametogenesis	phenomenon_n1
gametophyte	plant_n2
gang	social_group_n1
gap	shape_n2
gar	fish_n1
garage	building_n1
garbage	material_n1
garden	location_n1
gardener	person_n1
garland	artifact_n1
garment	clothing_n1
garter	artifact_n1
gas	phenomenon_n1
gasoline	substance_n1
gastroenteritis	illness_n1
gastropod	animal_n1
gate	artifact_n1
gatherer	person_n1
gauge	measuring_instrument_n1
gaur	animal_n1
gazelle	animal_n1
gear	equipment_n1
gecko	animal_n1
gel	substance_n1
gelatin	substance_n1
gemsbok	animal_n1
generalist	person_n1
generalization	knowledge_n1
generator	device_n1
genet	animal_n1
geneticist	person_n1
genetics	knowledge_n1
genius	person_n1
gentleman	person_n1
genus	knowledge_n1
geography	knowledge_n1
geologist	person_n1
geology	knowledge_n1
geotropism	phenomenon_n1
geranium	plant_n2
gerbil	animal_n1
gerenuk	animal_n1
germ	microorganism_n1
germination	phenomenon_n1
ghee	food_n1
ghost	knowledge_n1
giardiasis	state_n4
gibbon	animal_n1
gigantism	state_n4
gill	body_part_n1
gin	food_n1
ginger	plant_n2
ginkgo	plant_n2
giraffe	animal_n1
girl	person_n1
gizzard	body_part_n1
glacier	formation_n5
glance	activity_n1
gland	body_part_n1
glare	property_n3
glass	substance_n1
glassware	artifact_n1
glaze	artifact_n1
gleam	property_n3
glee	feeling_n1
glider	transport_n1
glimpse	activity_n1
globe	artifact_n1
globule	shape_n2
glomerulus	body_part_n1
glossary	artifact_n1
glove	clothing_n1
glucagon	substance_n1
glucose	substance_n1
glue	material_n1
glutamine	substance_n1
glycine	substance_n1
glycogen	substance_n1
glycolysis	phenomenon_n1
gneiss	material_n1
gnu	animal_n1
goal	knowledge_n1
goalie	person_n1
goat	animal_n1
goby	fish_n1
god	knowledge_n1
goddess	knowledge_n1
godparent	person_n1
godwit	bird_n1
gold	element_n2
goldeneye	insect_n1
goldfinch	bird_n1
goldfish	fish_n1
gonad	body_part_n1
gondola	transport_n1
gondolier	person_n1
gonorrhea	illness_n1
goo	substance_n1
goodbye	message_n2
goodness	quality_n1
goods	artifact_n1
goody	food_n1
goose	bird_n1
gooseberry	plant_n2
gopher	animal_n1
goral	animal_n1
gorge	location_n1
gorilla	animal_n1
gospel	knowledge_n1
government	social_group_n1
governor	person_n1
gown	clothing_n1
grace	property_n3
grade	social_group_n1
grader	person_n1
graduate	person_n1
grain	material_n1
gram	definite_quantity_n1
grandad	person_n1
grandchild	person_n1
granddaughter	person_n1
grandfather	person_n1
grandma	person_n1
grandmother	person_n1
grandpa	person_n1
grandparent	person_n1
grandson	person_n1
granite	material_n1
granny	person_n1
grape	plant_part_n1
grapefruit	plant_n2
graphite	element_n2
grass	biom_n1
grasshopper	insect_n1
grassland	biom_n1
grate	artifact_n1
grave	location_n1
gravel	material_n1
gravitation	phenomenon_n1
gravity	phenomenon_n1
gravy	food_n1
grease	substance_n1
greengrocer	person_n1
greenhouse	building_n1
grid	artifact_n1
griffin	knowledge_n1
grill	artifact_n1
grison	animal_n1
grit	material_n1
grocer	person_n1
groom	person_n1
groove	shape_n2
growth	phenomenon_n1
grub	food_n1
grunt	sound_n4
guanaco	animal_n1
guard	person_n1
guardian	person_n1
guava	plant_n2
guenon	animal_n1
guereza	animal_n1
guest	person_n1
guidance	message_n2
guide	person_n1
guidebook	artifact_n1
guideline	knowledge_n1
guitar	device_n1
gulf	water_n2
gull	bird_n1
gully	formation_n5
gum	food_n1
gun	device_n1
guppy	fish_n1
gust	phenomenon_n1
gut	body_part_n1
gutter	artifact_n1
guy	person_n1
guzzler	person_n1
gym	artifact_n1
gymnast	person_n1
gymnastics	activity_n1
gymnosperm	plant_n2
gypsum	material_n1
habit	knowledge_n1
habitat	location_n1
haddock	substance_n1
hagfish	animal_n1
hail	phenomenon_n1
hailstone	substance_n1
hairdresser	person_n1
half	definite_quantity_n1
hall	artifact_n1
hallmark	quality_n1
hallucination	state_n4
hallway	artifact_n1
ham	substance_n1
hamburger	food_n1
hammer	tool_n1
hammerhead	fish_n1
hammock	artifact_n1
hamster	animal_n1
hand	body_part_n1
handbag	artifact_n1
handkerchief	artifact_n1
handstand	activity_n1
hanger	person_n1
hanuman	animal_n1
happening	event_n1
happiness	feeling_n1
harbor	location_n1
harbour	location_n1
hardness	property_n3
hare	animal_n1
harmony	quality_n1
hartebeest	animal_n1
harvest	event_n1
harvester	person_n1
hat	clothing_n1
hatchling	animal_n1
hawk	bird_n1
hawksbill	animal_n1
hawthorn	plant_n2
hay	food_n1
head	body_part_n1
headache	knowledge_n1
header	written_language_n1
heading	written_language_n1
headline	written_language_n1
headmistress	person_n1
health	state_n4
heart	body_part_n1
heartbeat	event_n1
heartburn	knowledge_n1
heat	phenomenon_n1
heater	device_n1
heath	plant_n2
heather	plant_n2
heaven	location_n1
hedge	artifact_n1
hedgehog	animal_n1
hedgerow	artifact_n1
heel	location_n1
height	property_n3
heir	person_n1
helianthus	plant_n2
helicopter	transport_n1
helium	element_n2
helix	shape_n2
hellbender	animal_n1
helmet	artifact_n1
helper	person_n1
hem	artifact_n1
hematite	material_n1
hemisphere	location_n1
hemoglobin	substance_n1
hemophilia	state_n4
hen	bird_n1
henna	material_n1
hepatitis	illness_n1
herb	plant_n2
herbage	plant_n2
herbivore	animal_n1
heredity	phenomenon_n1
heritage	knowledge_n1
hermit	person_n1
hero	person_n1
heron	bird_n1
herpes	illness_n1
herpetologist	person_n1
hesitation	state_n4
heterogeneity	quality_n1
heterotroph	organism_n1
hibernation	state_n4
hiccup	phenomenon_n1
hickory	material_n1
hideout	location_n1
highland	formation_n5
highway	artifact_n1
hike	action_n1
hiker	person_n1
hill	formation_n5
hillside	formation_n5
hind	fish_n1
hindrance	knowledge_n1
hinge	artifact_n1
hint	message_n2
hip	body_part_n1
hippo	animal_n1
hippopotamus	animal_n1
histamine	substance_n1
historian	person_n1
hitchhiker	person_n1
hive	social_group_n1
hoatzin	bird_n1
hobby	activity_n1
hoe	tool_n1
hog	animal_n1
holder	device_n1
holding	activity_n1
hole	shape_n2
holiday	period_n1
hollow	shape_n2
holly	plant_n2
hollyhock	plant_n2
home	location_n1
homeostasis	state_n4
homeowner	person_n1
homework	activity_n1
homicide	action_n1
homo	person_n1
homology	quality_n1
honesty	quality_n1
honey	food_n1
honeybee	insect_n1
honeycomb	artifact_n1
honeymoon	period_n1
hood	clothing_n1
hoof	body_part_n1
hook	device_n1
hookworm	animal_n1
hoop	artifact_n1
hopper	artifact_n1
horizon	location_n1
hormone	substance_n1
horn	device_n1
hornet	insect_n1
hornwort	plant_n2
horoscope	message_n2
horror	feeling_n1
horse	animal_n1
horsefly	insect_n1
horseman	person_n1
horseshoe	artifact_n1
hose	artifact_n1
hospital	building_n1
host	person_n1
hostage	person_n1
hotel	building_n1
hotness	property_n3
hotspot	location_n1
hound	animal_n1
house	building_n1
housefly	insect_n1
household	social_group_n1
houseplant	plant_n2
howl	auditory_communication_n1
howler	animal_n1
huckleberry	plant_n2
hue	property_n3
hug	activity_n1
hull	artifact_n1
human	person_n1
humidity	state_n4
hummingbird	bird_n1
hump	shape_n2
humpback	state_n4
humus	material_n1
hunger	state_n4
hunter	person_n1
huntsman	person_n1
hurricane	phenomenon_n1
husband	person_n1
husk	material_n1
hut	artifact_n1
hutch	artifact_n1
hyacinth	material_n1
hydra	animal_n1
hydrocarbon	substance_n1
hydrogen	element_n2
hydroxide	substance_n1
hyena	animal_n1
hygiene	state_n4
hymn	auditory_communication_n1
hypersecretion	phenomenon_n1
hypertension	state_n4
hyperventilation	phenomenon_n1
hypha	material_n1
hypothalamus	body_part_n1
hypothesis	message_n2
hyrax	animal_n1
ibex	animal_n1
ice	substance_n1
icicle	substance_n1
icon	artifact_n1
id	knowledge_n1
idea	knowledge_n1
identification	action_n1
identity	knowledge_n1
idiot	person_n1
iguana	animal_n1
ileum	body_part_n1
illness	illness_n1
illumination	state_n4
illusion	knowledge_n1
image	artifact_n1
imagination	knowledge_n1
imbalance	state_n4
immigration	action_n1
immunity	state_n4
immunization	activity_n1
immunodeficiency	state_n4
impact	event_n1
impairment	state_n4
impala	animal_n1
imperfection	state_n4
implantation	activity_n1
importance	quality_n1
imposter	person_n1
impression	knowledge_n1
improvement	action_n1
impurity	state_n4
inability	knowledge_n1
inactivity	state_n4
incident	event_n1
incision	action_n1
incisor	body_part_n1
inclusion	state_n4
incubation	activity_n1
incubator	equipment_n1
index	message_n2
indicator	message_n2
indigo	material_n1
individual	person_n1
induction	event_n1
industry	social_group_n1
inertia	phenomenon_n1
infancy	period_n1
infant	person_n1
infection	state_n4
inference	knowledge_n1
infertility	state_n4
infiltration	activity_n1
inflammation	knowledge_n1
inflation	action_n1
inflorescence	phenomenon_n1
influenza	illness_n1
information	message_n2
infrastructure	property_n3
ingenuity	knowledge_n1
ingestion	phenomenon_n1
inhabitant	person_n1
inhalation	phenomenon_n1
inheritance	action_n1
initiation	event_n1
injection	action_n1
injury	state_n4
ink	substance_n1
innovation	artifact_n1
input	knowledge_n1
inquiry	knowledge_n1
insect	insect_n1
insecticide	material_n1
insectivore	animal_n1
insertion	action_n1
insight	knowledge_n1
insolation	state_n4
inspection	activity_n1
inspector	person_n1
inspiration	knowledge_n1
instance	event_n1
instinct	knowledge_n1
institute	social_group_n1
institution	social_group_n1
instruction	message_n2
instructor	person_n1
instrument	device_n1
insulation	artifact_n1
insulator	material_n1
insulin	substance_n1
intake	phenomenon_n1
integrity	state_n4
intelligence	knowledge_n1
intensity	property_n3
intention	knowledge_n1
interaction	action_n1
interconnectedness	state_n4
interest	state_n4
interference	knowledge_n1
interior	location_n1
interpretation	knowledge_n1
intersection	knowledge_n1
intestine	body_part_n1
intoxication	state_n4
intrigue	knowledge_n1
introduction	action_n1
intron	substance_n1
intruder	person_n1
intrusion	event_n1
intuition	knowledge_n1
invader	person_n1
invalid	person_n1
invasion	activity_n1
invention	knowledge_n1
inventor	person_n1
investigation	knowledge_n1
invitation	written_language_n1
involvement	event_n1
iodine	element_n2
iris	plant_n2
iron	element_n2
irregularity	activity_n1
irrigation	activity_n1
irritant	knowledge_n1
irritation	state_n4
islander	person_n1
isolation	state_n4
isotope	substance_n1
issue	knowledge_n1
ivory	material_n1
jack	device_n1
jackal	animal_n1
jackdaw	bird_n1
jacket	clothing_n1
jackrabbit	animal_n1
jaguar	animal_n1
jaguarundi	animal_n1
jail	artifact_n1
jailer	person_n1
jam	food_n1
janitor	person_n1
jar	artifact_n1
jasmine	plant_n2
jaw	body_part_n1
jay	bird_n1
jejunum	body_part_n1
jelly	food_n1
jellyfish	animal_n1
jerboa	animal_n1
jerk	action_n1
jersey	clothing_n1
jet	transport_n1
jewel	artifact_n1
jeweler	person_n1
jewellery	artifact_n1
jewelry	artifact_n1
jig	activity_n1
jird	animal_n1
job	activity_n1
jockey	person_n1
jog	action_n1
john	artifact_n1
joint	body_part_n1
joke	message_n2
joker	person_n1
joule	definite_quantity_n1
journal	written_language_n1
journalist	person_n1
journey	action_n1
joy	feeling_n1
judge	person_n1
judgment	knowledge_n1
jug	artifact_n1
juggle	activity_n1
juice	food_n1
jumper	clothing_n1
junco	bird_n1
jungle	biom_n1
juniper	plant_n2
junk	material_n1
justice	quality_n1
jute	material_n1
kangaroo	animal_n1
kaolinite	material_n1
karyotype	property_n3
katydid	insect_n1
kebab	food_n1
keeper	person_n1
kelp	microorganism_n1
kelvin	definite_quantity_n1
keratin	substance_n1
kernel	plant_part_n1
kerosene	substance_n1
kestrel	bird_n1
ketchup	food_n1
kettle	artifact_n1
key	device_n1
kg	definite_quantity_n1
khan	person_n1
kiang	animal_n1
kid	person_n1
kidnapper	person_n1
kidney	body_part_n1
killer	person_n1
kiln	artifact_n1
kilocalorie	definite_quantity_n1
kilogram	definite_quantity_n1
kilometre	definite_quantity_n1
kin	person_n1
kind	knowledge_n1
kindness	quality_n1
king	person_n1
kingfisher	bird_n1
kinkajou	animal_n1
kit	equipment_n1
kitchen	artifact_n1
kitten	animal_n1
kittiwake	bird_n1
kitty	animal_n1
kiwi	plant_n2
km	definite_quantity_n1
knee	body_part_n1
knife	tool_n1
knight	person_n1
knowledge	knowledge_n1
knuckle	body_part_n1
koala	animal_n1
kob	animal_n1
krill	animal_n1
kudu	animal_n1
kudzu	plant_n2
kyphosis	state_n4
lab	location_n1
labium	body_part_n1
labor	activity_n1
laboratory	location_n1
lack	state_n4
lactation	period_n1
lactose	substance_n1
lad	person_n1
ladder	artifact_n1
lady	person_n1
ladybird	insect_n1
ladybug	insect_n1
lagoon	water_n2
lake	water_n2
lamb	animal_n1
lamp	device_n1
lamprey	animal_n1
lancelet	animal_n1
landfill	formation_n5
landmark	location_n1
landscape	location_n1
landslide	event_n1
lane	artifact_n1
langur	animal_n1
lantern	device_n1
laptop	device_n1
largemouth	fish_n1
larva	animal_n1
larynx	body_part_n1
lasagna	food_n1
laser	device_n1
latex	material_n1
latitude	shape_n2
latter	state_n4
launcher	artifact_n1
laurel	plant_n2
lava	material_n1
law	written_language_n1
lawn	location_n1
layer	artifact_n1
lb	definite_quantity_n1
lead	element_n2
leader	person_n1
leaf	plant_part_n1
leafhopper	insect_n1
leaflet	body_part_n1
league	social_group_n1
leakage	event_n1
learner	person_n1
leather	material_n1
leatherback	animal_n1
lechwe	animal_n1
ledge	formation_n5
lee	location_n1
leech	animal_n1
leek	plant_n2
leg	body_part_n1
legend	written_language_n1
legume	plant_n2
leisure	period_n1
lemming	animal_n1
lemon	plant_part_n1
lemonade	food_n1
lemur	animal_n1
length	property_n3
lens	device_n1
lense	device_n1
lentil	substance_n1
leopard	material_n1
leptospira	microorganism_n1
lesson	activity_n1
letter	written_language_n1
lettuce	plant_n2
level	property_n3
lever	artifact_n1
liar	person_n1
librarian	person_n1
library	artifact_n1
license	written_language_n1
lichen	illness_n1
lid	body_part_n1
life	state_n4
lifeboat	transport_n1
lifeguard	person_n1
lifespan	period_n1
lifestyle	property_n3
lifetime	period_n1
ligament	body_part_n1
ligation	action_n1
light	phenomenon_n1
lightbulb	device_n1
lignin	substance_n1
likelihood	quality_n1
likeness	quality_n1
lilac	plant_n2
lily	plant_n2
limb	body_part_n1
limestone	material_n1
limit	property_n3
limitation	knowledge_n1
lineage	social_group_n1
liner	action_n1
ling	plant_n2
lion	animal_n1
lioness	animal_n1
lip	body_part_n1
lipase	substance_n1
lipid	substance_n1
lipstick	artifact_n1
liquefaction	phenomenon_n1
liquid	substance_n1
liquidation	action_n1
liquor	food_n1
list	message_n2
listener	person_n1
liter	definite_quantity_n1
literacy	knowledge_n1
literature	written_language_n1
lithium	element_n2
lithosphere	location_n1
litmus	material_n1
litre	definite_quantity_n1
liver	body_part_n1
liverwort	organism_n1
livestock	animal_n1
lizard	animal_n1
llama	animal_n1
load	artifact_n1
loaf	substance_n1
lobe	body_part_n1
lobster	animal_n1
locality	location_n1
location	location_n1
locker	artifact_n1
locomotion	quality_n1
locus	location_n1
locust	insect_n1
loft	artifact_n1
log	material_n1
logic	knowledge_n1
loneliness	state_n4
loofah	material_n1
loon	person_n1
lord	person_n1
lore	knowledge_n1
lorikeet	bird_n1
lorry	transport_n1
lot	indefinite_quantity_n1
lotion	artifact_n1
lottery	event_n1
loudness	property_n3
loudspeaker	device_n1
louse	insect_n1
luck	state_n4
luggage	artifact_n1
lumber	artifact_n1
lunch	food_n1
lung	body_part_n1
lungfish	fish_n1
lupus	illness_n1
luster	property_n3
lye	substance_n1
lymph	substance_n1
lynx	animal_n1
lysine	substance_n1
lysosome	body_part_n1
ma	person_n1
macaque	animal_n1
macaroni	person_n1
macaw	bird_n1
mace	person_n1
machine	device_n1
machinery	device_n1
macroevolution	phenomenon_n1
madness	state_n4
magazine	artifact_n1
magic	knowledge_n1
magician	person_n1
magma	material_n1
magnesium	element_n2
magnet	device_n1
magnetism	phenomenon_n1
magnetite	material_n1
magnification	action_n1
magnifier	device_n1
magnitude	property_n3
magpie	bird_n1
maid	person_n1
mainstream	knowledge_n1
maintenance	action_n1
majority	property_n3
maker	person_n1
makeup	property_n3
malaria	state_n4
mall	artifact_n1
mallard	bird_n1
mama	person_n1
mammal	animal_n1
man	person_n1
management	event_n1
manager	person_n1
manatee	animal_n1
mandarin	plant_n2
mandible	body_part_n1
mandrill	animal_n1
mangabey	animal_n1
mango	plant_n2
mangrove	plant_n2
manipulation	action_n1
manner	property_n3
manor	building_n1
mansion	location_n1
mantis	insect_n1
manual	artifact_n1
manufacturer	social_group_n1
manure	material_n1
map	artifact_n1
maple	material_n1
mara	animal_n1
marathon	activity_n1
marble	material_n1
margarine	food_n1
margay	animal_n1
margin	shape_n2
marigold	plant_n2
marijuana	plant_n2
marjoram	plant_n2
marker	artifact_n1
market	activity_n1
markhor	animal_n1
marmoset	animal_n1
marmot	animal_n1
marriage	state_n4
marrow	body_part_n1
marshmallow	food_n1
marten	animal_n1
martin	bird_n1
marzipan	food_n1
mason	person_n1
mass	property_n3
mast	artifact_n1
master	person_n1
mastery	state_n4
mastodon	animal_n1
mat	artifact_n1
mate	animal_n1
material	material_n1
math	knowledge_n1
mathematician	person_n1
mathematics	knowledge_n1
matter	substance_n1
mattress	artifact_n1
maturation	phenomenon_n1
maturity	period_n1
may	plant_n2
mayfly	insect_n1
mayor	person_n1
maze	artifact_n1
meadow	biom_n1
meadowlark	bird_n1
meal	food_n1
mealworm	animal_n1
measles	illness_n1
measurement	activity_n1
meat	substance_n1
mechanic	person_n1
mechanism	device_n1
medicine	knowledge_n1
medusa	animal_n1
meerkat	animal_n1
meeting	social_group_n1
meiosis	phenomenon_n1
melanin	material_n1
melatonin	substance_n1
melody	auditory_communication_n1
melon	plant_part_n1
member	person_n1
membrane	artifact_n1
memorization	knowledge_n1
memory	knowledge_n1
meningitis	illness_n1
menstruation	phenomenon_n1
menu	message_n2
merchant	person_n1
mercury	element_n2
meringue	artifact_n1
meristem	plant_part_n1
mesoderm	body_part_n1
mess	state_n4
messenger	person_n1
metabolism	phenomenon_n1
metal	element_n2
metamorphism	phenomenon_n1
metamorphosis	phenomenon_n1
meteor	phenomenon_n1
meteorologist	person_n1
meteorology	message_n2
meter	definite_quantity_n1
methane	substance_n1
method	knowledge_n1
methodology	knowledge_n1
metre	definite_quantity_n1
metro	social_group_n1
mg	definite_quantity_n1
mica	material_n1
microbe	microorganism_n1
microevolution	phenomenon_n1
micronutrient	substance_n1
microorganism	microorganism_n1
microphone	device_n1
microscope	device_n1
microtubule	body_part_n1
microwave	phenomenon_n1
middle	location_n1
midge	insect_n1
midnight	knowledge_n1
midwife	person_n1
migraine	knowledge_n1
migrant	person_n1
migration	event_n1
milestone	event_n1
milk	food_n1
milkman	person_n1
milkweed	plant_n2
mill	device_n1
miller	person_n1
milligram	definite_quantity_n1
millimeter	definite_quantity_n1
millionaire	person_n1
millipede	animal_n1
mimic	person_n1
mimicry	activity_n1
mind	knowledge_n1
mine	artifact_n1
miner	person_n1
mineral	material_n1
minister	person_n1
mink	animal_n1
minority	social_group_n1
minstrel	person_n1
mint	food_n1
miracle	event_n1
mirror	device_n1
mischief	activity_n1
misconception	knowledge_n1
misfortune	event_n1
mishap	phenomenon_n1
misinformation	message_n2
missile	transport_n1
mission	social_group_n1
mist	phenomenon_n1
mistletoe	organism_n1
mite	animal_n1
mitochondrion	body_part_n1
mitosis	phenomenon_n1
mixer	artifact_n1
mixture	substance_n1
mm	definite_quantity_n1
moa	bird_n1
moat	artifact_n1
mob	social_group_n1
moccasin	artifact_n1
mode	property_n3
modem	equipment_n1
modification	action_n1
module	knowledge_n1
moisture	state_n4
molar	body_part_n1
mold	shape_n2
mole	definite_quantity_n1
mollusc	animal_n1
mollusk	animal_n1
molly	fish_n1
mom	person_n1
momentum	property_n3
monarch	person_n1
monastery	building_n1
mongoose	animal_n1
monitor	device_n1
monk	person_n1
monkey	animal_n1
monocot	plant_n2
monomer	substance_n1
monosaccharide	substance_n1
monotreme	animal_n1
monoxide	substance_n1
monster	knowledge_n1
month	period_n1
monument	artifact_n1
mood	feeling_n1
moonlight	phenomenon_n1
moose	animal_n1
moraine	material_n1
morality	quality_n1
morning	period_n1
morocco	material_n1
mortality	property_n3
mosaic	artifact_n1
mosquito	insect_n1
mosquitofish	fish_n1
moss	organism_n1
moth	insect_n1
mother	person_n1
motility	quality_n1
motion	event_n1
motor	device_n1
motorboat	transport_n1
mound	equipment_n1
mountain	formation_n5
mountainside	formation_n5
mouse	animal_n1
mouth	body_part_n1
mouthpart	body_part_n1
movement	action_n1
mover	person_n1
movie	event_n1
mucus	substance_n1
mud	material_n1
mudslide	event_n1
