Method	Model	Metric	Fraction	Result
LOG	ComplEx	MRR	0.5	0.418
LOG	ComplEx	MRR	0.6	0.506
LOG	ComplEx	MRR	0.7	0.588
LOG	ComplEx	MRR	0.8	0.673
LOG	ComplEx	MRR	0.9	0.772
LOG	ComplEx	MRR	1.0	0.935
LOG	ComplEx	HITS@10	0.1	6.06
LOG	ComplEx	HITS@10	0.2	18.82
LOG	ComplEx	HITS@10	0.3	28.76
LOG	ComplEx	HITS@10	0.4	39.11
LOG	ComplEx	HITS@10	0.5	48.69
LOG	ComplEx	HITS@10	0.6	59.07
LOG	ComplEx	HITS@10	0.7	68.02
LOG	ComplEx	HITS@10	0.8	76.13
LOG	ComplEx	HITS@10	0.9	84.79
LOG	ComplEx	HITS@10	1.0	95.05
LOG	ComplEx	MR	0.1	18684.44
LOG	ComplEx	MR	0.2	15501.61
LOG	ComplEx	MR	0.3	12232.77
LOG	ComplEx	MR	0.4	10119.61
LOG	ComplEx	MR	0.5	7808.08
LOG	ComplEx	MR	0.6	5443.91
LOG	ComplEx	MR	0.7	3913.46
LOG	ComplEx	MR	0.8	2736.62
LOG	ComplEx	MR	0.9	1591.77
LOG	ComplEx	MR	1.0	535.90
LOG	ComplEx	HITS@1	0.1	2.55
LOG	ComplEx	HITS@1	0.2	14.57
LOG	ComplEx	HITS@1	0.3	22.49
LOG	ComplEx	HITS@1	0.4	30.32
LOG	ComplEx	HITS@1	0.5	37.62
LOG	ComplEx	HITS@1	0.6	45.49
LOG	ComplEx	HITS@1	0.7	53.11
LOG	ComplEx	HITS@1	0.8	61.72
LOG	ComplEx	HITS@1	0.9	72.49
LOG	ComplEx	HITS@1	1.0	92.47
LOG	TransE	HITS@5	0.1	8.61
LOG	TransE	HITS@5	0.2	15.16
LOG	TransE	HITS@5	0.3	20.26
LOG	TransE	HITS@5	0.4	24.33
LOG	TransE	HITS@5	0.5	26.12
LOG	TransE	HITS@5	0.6	27.23
LOG	TransE	HITS@5	0.7	28.59
LOG	TransE	HITS@5	0.8	24.95
LOG	TransE	HITS@5	0.9	26.63
LOG	TransE	HITS@5	1.0	26.74
LOG	TransE	HITS@3	0.1	7.08
LOG	TransE	HITS@3	0.2	12.45
LOG	TransE	HITS@3	0.3	15.73
LOG	TransE	HITS@3	0.4	18.47
LOG	TransE	HITS@3	0.5	19.58
LOG	TransE	HITS@3	0.6	20.34
LOG	TransE	HITS@3	0.7	21.03
LOG	TransE	HITS@3	0.8	17.95
LOG	TransE	HITS@3	0.9	19.91
LOG	TransE	HITS@3	1.0	20.13
LOG	TransE	MRR	0.1	0.059
LOG	TransE	MRR	0.2	0.101
LOG	TransE	MRR	0.3	0.128
LOG	TransE	MRR	0.4	0.154
LOG	TransE	MRR	0.5	0.164
LOG	TransE	MRR	0.6	0.173
LOG	TransE	MRR	0.7	0.180
LOG	TransE	MRR	0.8	0.158
LOG	TransE	MRR	0.9	0.173
LOG	TransE	MRR	1.0	0.179
LOG	TransE	HITS@10	0.1	10.00
LOG	TransE	HITS@10	0.2	18.57
LOG	TransE	HITS@10	0.3	26.16
LOG	TransE	HITS@10	0.4	31.95
LOG	TransE	HITS@10	0.5	34.73
LOG	TransE	HITS@10	0.6	36.74
LOG	TransE	HITS@10	0.7	38.41
LOG	TransE	HITS@10	0.8	36.13
LOG	TransE	HITS@10	0.9	36.60
LOG	TransE	HITS@10	1.0	37.44
LOG	TransE	MR	0.1	17633.35
LOG	TransE	MR	0.2	14071.49
LOG	TransE	MR	0.3	10488.37
LOG	TransE	MR	0.4	7395.12
LOG	TransE	MR	0.5	5053.45
LOG	TransE	MR	0.6	3282.14
LOG	TransE	MR	0.7	2070.61
LOG	TransE	MR	0.8	1318.25
LOG	TransE	MR	0.9	811.78
LOG	TransE	MR	1.0	429.29
LOG	TransE	HITS@1	0.1	3.82
LOG	TransE	HITS@1	0.2	5.75
LOG	TransE	HITS@1	0.3	6.22
LOG	TransE	HITS@1	0.4	7.48
LOG	TransE	HITS@1	0.5	7.50
LOG	TransE	HITS@1	0.6	7.93
LOG	TransE	HITS@1	0.7	8.11
LOG	TransE	HITS@1	0.8	6.39
LOG	TransE	HITS@1	0.9	7.80
LOG	TransE	HITS@1	1.0	8.64
