Loading files... 
  Starting freebase_mtr100_mte100-train.txt
  Finished freebase_mtr100_mte100-train.txt, still running: 0
Loaded 483142 facts in 3.69 s using -213 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  /award/award_category/winners./award/award_honor/award_winner  ?f  ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.033675565	0.12097964	0.133550489	410	3389	3070	?a	0.0	0.0	0.0
?b  /award/award_category/winners./award/award_honor/award_winner  ?f  ?a  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.015770021	0.122919334	0.152866242	192	1562	1256	?a	0.0	0.0	0.0
?b  /award/award_category/winners./award/award_honor/award_winner  ?f  ?a  /influence/influence_node/influenced  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.015277207	0.086875292	0.146111548	186	2141	1273	?a	0.0	0.0	0.0
?b  /award/award_category/winners./award/award_honor/award_winner  ?f  ?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.263819302	0.141186813	0.147922999	3212	22750	21714	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.245420945	0.134630981	0.140910163	2988	22194	21205	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.34899384	0.116772474	0.122059119	4249	36387	34811	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /film/film/written_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.05889117	0.213329366	0.217734589	717	3361	3293	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /film/film/produced_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.05650924	0.143963172	0.151109159	688	4779	4553	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.044024641	0.121239539	0.134134134	536	4421	3996	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /tv/tv_program/tv_producer./tv/tv_producer_term/producer  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.019137577	0.156375839	0.170946442	233	1490	1363	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /film/film/directed_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.061519507	0.208113365	0.211283498	749	3599	3545	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /tv/tv_program/recurring_writers./tv/tv_program_writer_relationship/writer  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.011498973	0.137524558	0.15625	140	1018	896	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?f  /film/film/story_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.011416838	0.098721591	0.133653846	139	1408	1040	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /award/award_winner/awards_won./award/award_honor/honored_for  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.241560575	0.133590734	0.139881094	2941	22015	21025	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /film/director/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.062422998	0.207536865	0.210993892	760	3662	3602	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /film/writer/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.061848049	0.212351946	0.217567177	753	3546	3461	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /film/producer/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.057741273	0.144353183	0.150858369	703	4870	4660	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.042135524	0.119246862	0.13147104	513	4302	3902	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.019958932	0.159658344	0.17519827	243	1522	1387	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /film/film_story_contributor/film_story_credits  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.011498973	0.091743119	0.124003543	140	1526	1129	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/nominated_for  ?f  ?a  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.010431211	0.129327902	0.148886284	127	982	853	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /award/award_winner/awards_won./award/award_honor/honored_for  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.241560575	0.133596802	0.139987624	2941	22014	21009	?a	0.0	0.0	0.0
?a  /award/award_winner/awards_won./award/award_honor/honored_for  ?f  ?f  /award/award_winning_work/awards_won./award/award_honor/award  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.138069815	0.150049094	0.157662727	1681	11203	10662	?a	0.0	0.0	0.0
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f  ?f  /award/award_winner/awards_won./award/award_honor/award  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.262505133	0.141691789	0.148368228	3196	22556	21541	?a	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.422094456	0.123193096	0.129449105	5139	41715	39699	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.423737166	0.122080504	0.128326949	5159	42259	40202	?a	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.249856263	0.145182074	0.153512313	3042	20953	19816	?a	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?b  ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.170677618	0.178292578	0.188105368	2078	11655	11047	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.249691992	0.144349478	0.152909813	3040	21060	19881	?a	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.070061602	0.118918165	0.132391743	853	7173	6443	?a	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?b  ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.031868583	0.12008666	0.133746984	388	3231	2901	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.070225873	0.116691688	0.130335366	855	7327	6560	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.04386037	0.125234522	0.138809462	534	4264	3847	?a	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?a  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.026858316	0.13363302	0.145917001	327	2447	2241	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /film/producer/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.056919918	0.1437163	0.150684932	693	4822	4599	?a	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?a  /film/producer/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.01889117	0.12124407	0.124864278	230	1897	1842	?a	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?a  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.030472279	0.14989899	0.182488933	371	2475	2033	?a	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?b  ?a  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.016016427	0.119852489	0.148401826	195	1627	1314	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?a  /influence/influence_node/influenced_by  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.029897331	0.1456	0.17730151	364	2500	2053	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /film/director/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.063244353	0.212004405	0.215505178	770	3632	3573	?a	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?a  /film/director/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.022587269	0.176735219	0.178803641	275	1556	1538	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /film/writer/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.061273101	0.211511199	0.216797443	746	3527	3441	?a	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?a  /film/writer/film  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.019958932	0.174568966	0.179071481	243	1392	1357	?a	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?a  /influence/influence_node/influenced  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.027761807	0.09122807	0.143891017	338	3705	2349	?a	0.0	0.0	0.0
?f  /award/award_winner/awards_won./award/award_honor/award  ?b  ?a  /influence/influence_node/influenced  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.015277207	0.086875292	0.146226415	186	2141	1272	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?a  /influence/influence_node/influenced  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.028583162	0.096	0.151041667	348	3625	2304	?a	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.016591376	0.153030303	0.169321039	202	1320	1193	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.016344969	0.14795539	0.163920923	199	1345	1214	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /film/film_story_contributor/film_story_credits  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.011416838	0.08933162	0.120242215	139	1556	1156	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.019958932	0.159658344	0.174820144	243	1522	1390	?a	0.0	0.0	0.0
?f  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.0124846	0.148727984	0.161530287	152	1022	941	?a	0.0	0.0	0.0
?f  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.01026694	0.284738041	0.336927224	125	439	371	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.010184805	0.269565217	0.313924051	124	460	395	?a	0.0	0.0	0.0
?f  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?a  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?f   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.011088296	0.134061569	0.153933865	135	1007	877	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?f  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.424722793	0.122419508	0.128612645	5171	42240	40206	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?f  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.253470226	0.146055185	0.154547276	3086	21129	19968	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?f  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.07063655	0.117856653	0.130560194	860	7297	6587	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?f  /influence/influence_node/influenced  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.02973306	0.149278351	0.179119248	362	2425	2021	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?f  /influence/influence_node/influenced_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.027679671	0.094876126	0.14845815	337	3552	2270	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?f  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.016262834	0.15	0.168510638	198	1320	1175	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?f  ?f  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.010349076	0.288329519	0.336	126	437	375	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?a  ?e  /award/award_winning_work/awards_won./award/award_honor/award  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.159342916	0.113205345	0.118437118	1940	17137	16380	?a	0.0	0.0	0.0
?e  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?e  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.140205339	0.152656054	0.160251596	1707	11182	10652	?a	0.0	0.0	0.0
?e  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?e  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.028583162	0.138204925	0.151965066	348	2518	2290	?a	0.0	0.0	0.0
?e  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?e  /film/film/directed_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.020862423	0.16922052	0.170698925	254	1501	1488	?a	0.0	0.0	0.0
?e  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?e  /film/film/produced_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.019055441	0.125405405	0.129608939	232	1850	1790	?a	0.0	0.0	0.0
?e  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?e  /film/film/written_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.017905544	0.164404223	0.167821401	218	1326	1299	?a	0.0	0.0	0.0
?e  /award/award_winning_work/awards_won./award/award_honor/award  ?b  ?e  /tv/tv_program/tv_producer./tv/tv_producer_term/producer  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.011909651	0.142716535	0.154419595	145	1016	939	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.346036961	0.115700437	0.12097631	4213	36413	34825	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?e  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.423819302	0.123779596	0.130007559	5160	41687	39690	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a  ?e  /award/award_winner/awards_won./award/award_honor/award  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.262505133	0.141309634	0.147703115	3196	22617	21638	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.244106776	0.134163958	0.140659757	2972	22152	21129	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?e  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.251909651	0.14612416	0.154438793	3067	20989	19859	?a	0.0	0.0	0.0
?e  /award/award_winner/awards_won./award/award_honor/award  ?b  ?e  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.17338809	0.180411931	0.190609481	2111	11701	11075	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?e  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.070225873	0.119330077	0.131944444	855	7165	6480	?a	0.0	0.0	0.0
?e  /award/award_winner/awards_won./award/award_honor/award  ?b  ?e  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.030800821	0.114329268	0.126177658	375	3280	2972	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /film/film/written_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.059794661	0.216602202	0.221343874	728	3361	3289	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /film/film/produced_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.055030801	0.142371441	0.149888143	670	4706	4470	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.044435318	0.12425356	0.138292434	541	4354	3912	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /film/film/directed_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.06201232	0.211188811	0.214977221	755	3575	3512	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?e  /influence/influence_node/influenced  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.030143737	0.152725759	0.182224429	367	2403	2014	?a	0.0	0.0	0.0
?e  /award/award_winner/awards_won./award/award_honor/award  ?b  ?e  /influence/influence_node/influenced  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.01650924	0.123997532	0.149888143	201	1621	1341	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?e  /influence/influence_node/influenced_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.027351129	0.091008472	0.143102707	333	3659	2327	?a	0.0	0.0	0.0
?e  /award/award_winner/awards_won./award/award_honor/award  ?b  ?e  /influence/influence_node/influenced_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.014045175	0.083252191	0.141439206	171	2054	1209	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?e  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.016016427	0.149082569	0.166666667	195	1308	1170	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /film/film/story_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.011416838	0.096662031	0.130149813	139	1438	1068	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /tv/tv_program/tv_producer./tv/tv_producer_term/producer  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.019137577	0.155023287	0.169454545	233	1503	1375	?a	0.0	0.0	0.0
?e  /award/award_nominee/award_nominations./award/award_nomination/award  ?b  ?e  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.010431211	0.298122066	0.354748603	127	426	358	?a	0.0	0.0	0.0
?e  /award/award_nominated_work/award_nominations./award/award_nomination/award  ?b  ?e  /tv/tv_program/recurring_writers./tv/tv_program_writer_relationship/writer  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b	0.012238193	0.142994242	0.163019694	149	1042	914	?a	0.0	0.0	0.0
?b  /film/film_character/portrayed_in_films./film/performance/special_performance_type  ?f  ?f  /film/special_film_performance_type/film_performance_type./film/performance/actor  ?a   => ?a  /people/person/profession  ?b	0.015641114	0.399122807	0.418390805	182	456	435	?a	0.0	0.0	0.0
?b  /film/film_character/portrayed_in_films./film/performance/special_performance_type  ?f  ?f  /film/personal_film_appearance_type/film_appearances./film/personal_film_appearance/person  ?a   => ?a  /people/person/profession  ?b	0.012547267	0.748717949	0.797814208	146	195	183	?a	0.0	0.0	0.0
?a  /film/actor/film./film/performance/special_performance_type  ?f  ?b  /film/film_character/portrayed_in_films./film/performance/special_performance_type  ?f   => ?a  /people/person/profession  ?b	0.015898934	0.380658436	0.397849462	185	486	465	?a	0.0	0.0	0.0
?b  /film/film_character/portrayed_in_films./film/performance/special_performance_type  ?f  ?a  /film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance  ?f   => ?a  /people/person/profession  ?b	0.012547267	0.748717949	0.806629834	146	195	181	?a	0.0	0.0	0.0
?b  /dataworld/gardening_hint/split_to  ?f  ?f  /people/profession/people_with_this_profession  ?a   => ?a  /people/person/profession  ?b	0.201014094	0.663357913	0.688143572	2339	3526	3399	?a	0.0	0.0	0.0
?b  /dataworld/gardening_hint/split_to  ?f  ?f  /music/instrument/instrumentalists  ?a   => ?a  /people/person/profession  ?b	0.017875559	0.16828479	0.171900826	208	1236	1210	?a	0.0	0.0	0.0
?b  /dataworld/gardening_hint/split_to  ?f  ?f  /music/performance_role/track_performances./music/track_contribution/contributor  ?a   => ?a  /people/person/profession  ?b	0.010828463	0.209302326	0.21319797	126	602	591	?a	0.0	0.0	0.0
?b  /dataworld/gardening_hint/split_to  ?f  ?a  /people/person/profession  ?f   => ?a  /people/person/profession  ?b	0.246648333	0.805274972	0.805274972	2870	3564	3564	?a	0.0	0.0	0.0
?b  /dataworld/gardening_hint/split_to  ?f  ?a  /music/group_member/instruments_played  ?f   => ?a  /people/person/profession  ?b	0.017875559	0.168148747	0.172328086	208	1237	1207	?a	0.0	0.0	0.0
?b  /dataworld/gardening_hint/split_to  ?f  ?a  /music/artist/track_contributions./music/track_contribution/role  ?f   => ?a  /people/person/profession  ?b	0.011172224	0.216666667	0.22260274	130	600	584	?a	0.0	0.0	0.0
?f  /people/profession/people_with_this_profession  ?a  ?b  /people/profession/specializations  ?f   => ?a  /people/person/profession  ?b	0.090323135	0.303845042	0.307579748	1051	3459	3417	?a	0.0	0.0	0.0
?a  /people/person/profession  ?f  ?b  /people/profession/specializations  ?f   => ?a  /people/person/profession  ?b	0.092213819	0.306659045	0.306659045	1073	3499	3499	?a	0.0	0.0	0.0
?f  /dataworld/gardening_hint/split_to  ?b  ?a  /people/person/profession  ?f   => ?a  /people/person/profession  ?b	0.246648333	0.90081607	0.90081607	2870	3186	3186	?a	0.0	0.0	0.0
?a  /people/person/profession  ?f  ?f  /people/profession/specialization_of  ?b   => ?a  /people/person/profession  ?b	0.093674802	0.314665127	0.314665127	1090	3464	3464	?a	0.0	0.0	0.0
