Method	Model	Metric	Fraction	Result
LOG	DistMult	HITS@10	0.9	37.30
LOG	DistMult	HITS@10	1.0	43.83
LOG	DistMult	MRR	0.1	0.008
LOG	DistMult	MRR	0.2	0.064
LOG	DistMult	MRR	0.3	0.088
LOG	DistMult	MRR	0.4	0.105
LOG	DistMult	MRR	0.5	0.123
LOG	DistMult	MRR	0.6	0.142
LOG	DistMult	MRR	0.7	0.166
LOG	DistMult	MRR	0.8	0.164
LOG	DistMult	MRR	0.9	0.175
LOG	DistMult	MRR	1.0	0.207
LOG	DistMult	HITS@1	0.1	0.00
LOG	DistMult	HITS@1	0.2	3.75
LOG	DistMult	HITS@1	0.3	4.66
LOG	DistMult	HITS@1	0.4	5.66
LOG	DistMult	HITS@1	0.5	6.50
LOG	DistMult	HITS@1	0.6	7.85
LOG	DistMult	HITS@1	0.7	9.15
LOG	DistMult	HITS@1	0.8	7.89
LOG	DistMult	HITS@1	0.9	7.34
LOG	DistMult	HITS@1	1.0	8.56
LOG	DistMult	HITS@3	0.1	0.87
LOG	DistMult	HITS@3	0.2	7.11
LOG	DistMult	HITS@3	0.3	10.08
LOG	DistMult	HITS@3	0.4	11.70
LOG	DistMult	HITS@3	0.5	14.02
LOG	DistMult	HITS@3	0.6	15.99
LOG	DistMult	HITS@3	0.7	19.07
LOG	DistMult	HITS@3	0.8	19.22
LOG	DistMult	HITS@3	0.9	21.67
LOG	DistMult	HITS@3	1.0	26.35
LOG	ComplEx	HITS@5	0.1	3.09
LOG	ComplEx	HITS@5	0.2	8.82
LOG	ComplEx	HITS@5	0.3	12.46
LOG	ComplEx	HITS@5	0.4	15.01
LOG	ComplEx	HITS@5	0.5	18.67
LOG	ComplEx	HITS@5	0.6	20.73
LOG	ComplEx	HITS@5	0.7	24.38
LOG	ComplEx	HITS@5	0.8	27.48
LOG	ComplEx	HITS@5	0.9	30.97
LOG	ComplEx	HITS@5	1.0	36.13
LOG	ComplEx	MR	0.1	41551.70
LOG	ComplEx	MR	0.2	28263.97
LOG	ComplEx	MR	0.3	20621.55
LOG	ComplEx	MR	0.4	16565.78
LOG	ComplEx	MR	0.5	13759.40
LOG	ComplEx	MR	0.6	11068.55
LOG	ComplEx	MR	0.7	10167.15
LOG	ComplEx	MR	0.8	8240.49
LOG	ComplEx	MR	0.9	6538.88
LOG	ComplEx	MR	1.0	5009.47
LOG	ComplEx	HITS@10	0.1	4.07
LOG	ComplEx	HITS@10	0.2	11.17
LOG	ComplEx	HITS@10	0.3	16.12
LOG	ComplEx	HITS@10	0.4	19.69
LOG	ComplEx	HITS@10	0.5	23.89
LOG	ComplEx	HITS@10	0.6	27.26
LOG	ComplEx	HITS@10	0.7	31.26
LOG	ComplEx	HITS@10	0.8	35.26
LOG	ComplEx	HITS@10	0.9	39.67
LOG	ComplEx	HITS@10	1.0	45.48
LOG	ComplEx	MRR	0.1	0.017
LOG	ComplEx	MRR	0.2	0.064
LOG	ComplEx	MRR	0.3	0.085
LOG	ComplEx	MRR	0.4	0.103
LOG	ComplEx	MRR	0.5	0.128
LOG	ComplEx	MRR	0.6	0.137
LOG	ComplEx	MRR	0.7	0.170
LOG	ComplEx	MRR	0.8	0.194
LOG	ComplEx	MRR	0.9	0.218
LOG	ComplEx	MRR	1.0	0.228
LOG	ComplEx	HITS@1	0.1	0.21
LOG	ComplEx	HITS@1	0.2	3.71
LOG	ComplEx	HITS@1	0.3	4.37
LOG	ComplEx	HITS@1	0.4	5.46
LOG	ComplEx	HITS@1	0.5	6.99
LOG	ComplEx	HITS@1	0.6	6.89
LOG	ComplEx	HITS@1	0.7	9.61
LOG	ComplEx	HITS@1	0.8	11.22
LOG	ComplEx	HITS@1	0.9	12.84
LOG	ComplEx	HITS@1	1.0	10.87
LOG	ComplEx	HITS@3	0.1	2.40
LOG	ComplEx	HITS@3	0.2	7.20
LOG	ComplEx	HITS@3	0.3	9.86
LOG	ComplEx	HITS@3	0.4	11.88
LOG	ComplEx	HITS@3	0.5	14.56
LOG	ComplEx	HITS@3	0.6	15.71
LOG	ComplEx	HITS@3	0.7	19.78
LOG	ComplEx	HITS@3	0.8	22.07
LOG	ComplEx	HITS@3	0.9	25.12
LOG	ComplEx	HITS@3	1.0	28.24
