Method	Model	Metric	Fraction	Result
LOG	DistMult	HITS@3	0.9	78.90
LOG	DistMult	HITS@3	1.0	92.41
LOG	DistMult	HITS@1	0.1	4.86
LOG	DistMult	HITS@1	0.2	13.59
LOG	DistMult	HITS@1	0.3	19.82
LOG	DistMult	HITS@1	0.4	26.91
LOG	DistMult	HITS@1	0.5	33.26
LOG	DistMult	HITS@1	0.6	39.68
LOG	DistMult	HITS@1	0.7	45.24
LOG	DistMult	HITS@1	0.8	52.34
LOG	DistMult	HITS@1	0.9	60.83
LOG	DistMult	HITS@1	1.0	75.33
LOG	DistMult	HITS@10	0.1	7.50
LOG	DistMult	HITS@10	0.2	19.03
LOG	DistMult	HITS@10	0.3	28.81
LOG	DistMult	HITS@10	0.4	39.32
LOG	DistMult	HITS@10	0.5	49.06
LOG	DistMult	HITS@10	0.6	58.89
LOG	DistMult	HITS@10	0.7	67.80
LOG	DistMult	HITS@10	0.8	76.13
LOG	DistMult	HITS@10	0.9	84.63
LOG	DistMult	HITS@10	1.0	94.85
LOG	DistMult	MRR	0.1	0.06
LOG	DistMult	MRR	0.2	0.16
LOG	DistMult	MRR	0.3	0.23
LOG	DistMult	MRR	0.4	0.32
LOG	DistMult	MRR	0.5	0.39
LOG	DistMult	MRR	0.6	0.47
LOG	DistMult	MRR	0.7	0.54
LOG	DistMult	MRR	0.8	0.62
LOG	DistMult	MRR	0.9	0.70
LOG	DistMult	MRR	1.0	0.84
LOG	ComplEx	MR	0.1	18760.22
LOG	ComplEx	MR	0.2	14981.12
LOG	ComplEx	MR	0.3	12232.77
LOG	ComplEx	MR	0.4	10119.61
LOG	ComplEx	MR	0.5	7348.77
LOG	ComplEx	MR	0.6	5443.91
LOG	ComplEx	MR	0.7	3913.46
LOG	ComplEx	MR	0.8	2694.14
LOG	ComplEx	MR	0.9	1581.80
LOG	ComplEx	MR	1.0	535.90
LOG	ComplEx	HITS@5	0.1	5.63
LOG	ComplEx	HITS@5	0.2	18.02
LOG	ComplEx	HITS@5	0.3	27.64
LOG	ComplEx	HITS@5	0.4	37.56
LOG	ComplEx	HITS@5	0.5	46.43
LOG	ComplEx	HITS@5	0.6	56.68
LOG	ComplEx	HITS@5	0.7	65.65
LOG	ComplEx	HITS@5	0.8	74.17
LOG	ComplEx	HITS@5	0.9	82.89
LOG	ComplEx	HITS@5	1.0	94.70
LOG	ComplEx	HITS@3	0.1	4.91
LOG	ComplEx	HITS@3	0.2	17.31
LOG	ComplEx	HITS@3	0.3	26.39
LOG	ComplEx	HITS@3	0.4	36.05
LOG	ComplEx	HITS@3	0.5	44.78
LOG	ComplEx	HITS@3	0.6	54.24
LOG	ComplEx	HITS@3	0.7	63.09
LOG	ComplEx	HITS@3	0.8	71.53
LOG	ComplEx	HITS@3	0.9	80.91
LOG	ComplEx	HITS@3	1.0	94.43
LOG	ComplEx	HITS@1	0.1	3.10
LOG	ComplEx	HITS@1	0.2	14.57
LOG	ComplEx	HITS@1	0.3	22.49
LOG	ComplEx	HITS@1	0.4	30.32
LOG	ComplEx	HITS@1	0.5	37.50
LOG	ComplEx	HITS@1	0.6	45.46
LOG	ComplEx	HITS@1	0.7	52.91
LOG	ComplEx	HITS@1	0.8	61.72
LOG	ComplEx	HITS@1	0.9	72.21
LOG	ComplEx	HITS@1	1.0	92.38
LOG	ComplEx	HITS@10	0.1	6.70
LOG	ComplEx	HITS@10	0.2	18.82
LOG	ComplEx	HITS@10	0.3	28.76
LOG	ComplEx	HITS@10	0.4	39.11
LOG	ComplEx	HITS@10	0.5	48.69
LOG	ComplEx	HITS@10	0.6	59.07
LOG	ComplEx	HITS@10	0.7	68.02
LOG	ComplEx	HITS@10	0.8	76.13
LOG	ComplEx	HITS@10	0.9	84.79
LOG	ComplEx	HITS@10	1.0	95.05
LOG	ComplEx	MRR	0.1	0.04
LOG	ComplEx	MRR	0.2	0.16
LOG	ComplEx	MRR	0.3	0.25
LOG	ComplEx	MRR	0.4	0.34
LOG	ComplEx	MRR	0.5	0.42
LOG	ComplEx	MRR	0.6	0.50
LOG	ComplEx	MRR	0.7	0.59
LOG	ComplEx	MRR	0.8	0.67
LOG	ComplEx	MRR	0.9	0.77
LOG	ComplEx	MRR	1.0	0.93
